,competicion,nombre_Equipo,escudo,plantilla,edad_media,extranjeros,valor
47,2.0,Torino FC,//tmssl.akamaized.net//images/wappen/head/416.png?lm=1438548174,25,27,14,"121,00 mill. €"
48,2.0,US Sassuolo,//tmssl.akamaized.net//images/wappen/head/6574.png?lm=1438548058,27,"27,3",4,"100,70 mill. €"
49,2.0,Atalanta Bergamo,//tmssl.akamaized.net//images/wappen/head/800.png?lm=1438547428,28,"26,1",13,"90,25 mill. €"
50,2.0,Genoa CFC,//tmssl.akamaized.net//images/wappen/head/252.png?lm=1438591281,28,"27,1",18,"85,98 mill. €"
51,2.0,Udinese Calcio,//tmssl.akamaized.net//images/wappen/head/410.png?lm=1437136398,29,"25,7",24,"83,85 mill. €"
52,2.0,UC Sampdoria,//tmssl.akamaized.net//images/wappen/head/1038.png?lm=1438547684,26,"26,2",18,"82,80 mill. €"
53,2.0,FC Bologna,//tmssl.akamaized.net//images/wappen/head/1025.png?lm=1438547366,26,"25,1",17,"65,73 mill. €"
54,2.0,Cagliari Calcio,//tmssl.akamaized.net//images/wappen/head/1390.png?lm=1438548383,25,28,11,"54,35 mill. €"
55,2.0,FC Empoli,//tmssl.akamaized.net//images/wappen/head/749.png?lm=1437818422,26,"26,7",12,"39,83 mill. €"
56,2.0,Delfino Pescara 1936,//tmssl.akamaized.net//images/wappen/head/2921.png?lm=1437137700,30,"27,1",13,"37,58 mill. €"
57,2.0,Chievo Verona,//tmssl.akamaized.net//images/wappen/head/862.png?lm=1454498424,25,31,12,"36,53 mill. €"
58,2.0,US Palermo,//tmssl.akamaized.net//images/wappen/head/458.png?lm=1438547997,28,"25,6",17,"31,75 mill. €"
59,2.0,FC Crotone,//tmssl.akamaized.net//images/wappen/head/4083.png?lm=1437137511,26,"24,9",10,"24,55 mill. €"
60,3.0,FC Bayern de Múnich,//tmssl.akamaized.net//images/wappen/head/27.png?lm=1403163891,23,"27,6",14,"556,15 mill. €"
61,3.0,Borussia Dortmund,//tmssl.akamaized.net//images/wappen/head/16.png?lm=1396275280,28,"25,1",14,"378,35 mill. €"
62,3.0,Bayer 04 Leverkusen,//tmssl.akamaized.net//images/wappen/head/15.png?lm=1403163785,27,"24,9",14,"272,45 mill. €"
63,3.0,FC Schalke 04,//tmssl.akamaized.net//images/wappen/head/33.png?lm=1433588238,31,"25,4",18,"210,13 mill. €"
64,3.0,Borussia Mönchengladbach,//tmssl.akamaized.net//images/wappen/head/18.png?lm=1483890536,30,"24,9",14,"161,55 mill. €"
65,3.0,VfL Wolfsburg,//tmssl.akamaized.net//images/wappen/head/82.png?lm=1442954683,32,"25,1",15,"158,00 mill. €"
66,3.0,RasenBallsport Leipzig,//tmssl.akamaized.net//images/wappen/head/23826.png?lm=1472421480,23,"24,1",10,"111,03 mill. €"
67,3.0,TSG 1899 Hoffenheim,//tmssl.akamaized.net//images/wappen/head/533.png?lm=1458907862,25,"25,5",10,"99,88 mill. €"
68,3.0,1.FC Köln,//tmssl.akamaized.net//images/wappen/head/3.png?lm=1396275280,24,"25,7",9,"93,80 mill. €"
69,3.0,Hertha Berlin,//tmssl.akamaized.net//images/wappen/head/44.png?lm=1481836362,26,26,13,"84,55 mill. €"
70,3.0,1.FSV Mainz 05,//tmssl.akamaized.net//images/wappen/head/39.png?lm=1403085834,30,"24,5",17,"77,23 mill. €"
71,3.0,Hamburgo SV,//tmssl.akamaized.net//images/wappen/head/41.png?lm=1403162717,31,"24,5",14,"76,75 mill. €"
72,3.0,SV Werder Bremen,//tmssl.akamaized.net//images/wappen/head/86.png?lm=1403082298,32,"26,2",17,"68,80 mill. €"
73,3.0,Eintracht de Francfort,//tmssl.akamaized.net//images/wappen/head/24.png?lm=1403806187,31,"24,6",19,"67,75 mill. €"
74,3.0,FC Augsburg,//tmssl.akamaized.net//images/wappen/head/167.png?lm=1403085893,30,"27,1",17,"62,28 mill. €"
75,3.0,SC Freiburg,//tmssl.akamaized.net//images/wappen/head/60.png?lm=1423218077,27,"25,9",10,"52,28 mill. €"
76,3.0,FC Ingolstadt 04,//tmssl.akamaized.net//images/wappen/head/4795.png?lm=1482665720,26,"25,6",14,"35,30 mill. €"
77,3.0,SV Darmstadt 98,//tmssl.akamaized.net//images/wappen/head/105.png?lm=1486070332,31,"26,8",12,"22,25 mill. €"
78,4.0,FC Paris Saint-Germain,//tmssl.akamaized.net//images/wappen/head/583.png?lm=1464899851,25,"25,6",16,"455,90 mill. €"
79,4.0,Olympique Lyonnais,//tmssl.akamaized.net//images/wappen/head/1041.png?lm=1442954751,26,"24,6",8,"200,80 mill. €"
80,4.0,AS Monaco,//tmssl.akamaized.net//images/wappen/head/162.png?lm=1463176069,25,"24,9",25,"197,80 mill. €"
81,4.0,OGC Nice,//tmssl.akamaized.net//images/wappen/head/417.png?lm=1408779490,30,24,11,"114,18 mill. €"
82,4.0,Olympique de Marseille,//tmssl.akamaized.net//images/wappen/head/244.png?lm=1485642163,30,"25,8",12,"108,90 mill. €"
83,4.0,AS Saint-Étienne,//tmssl.akamaized.net//images/wappen/head/618.png?lm=1408778971,28,26,10,"77,80 mill. €"
84,4.0,FC Girondins de Bordeaux,//tmssl.akamaized.net//images/wappen/head/40.png?lm=1408779366,27,"25,2",16,"68,05 mill. €"
85,4.0,Toulouse FC,//tmssl.akamaized.net//images/wappen/head/415.png?lm=1408779599,30,"24,6",16,"65,35 mill. €"
86,4.0,LOSC Lille Métropole,//tmssl.akamaized.net//images/wappen/head/1082.png?lm=1406739677,25,"25,2",14,"54,75 mill. €"
87,4.0,Stade Rennais FC,//tmssl.akamaized.net//images/wappen/head/273.png?lm=1408779098,30,"25,6",13,"52,90 mill. €"
88,4.0,FC Lorient,//tmssl.akamaized.net//images/wappen/head/1158.png?lm=1406642498,30,"25,9",11,"46,60 mill. €"
89,4.0,FC Nantes,//tmssl.akamaized.net//images/wappen/head/995.png?lm=1459072377,27,"24,7",15,"43,80 mill. €"
90,4.0,SCO Angers,//tmssl.akamaized.net//images/wappen/head/1420.png?lm=1408780502,30,"27,1",14,"40,35 mill. €"
91,4.0,Montpellier Hérault SC,//tmssl.akamaized.net//images/wappen/head/969.png?lm=1459072367,26,"26,4",13,"38,30 mill. €"
92,4.0,EA Guingamp,//tmssl.akamaized.net//images/wappen/head/855.png?lm=1408706205,26,"27,6",7,"36,75 mill. €"
93,4.0,FC Metz,//tmssl.akamaized.net//images/wappen/head/347.png?lm=1420389393,28,"26,4",15,"33,90 mill. €"
94,4.0,SM Caen,//tmssl.akamaized.net//images/wappen/head/1162.png?lm=1465134639,28,"27,5",11,"32,55 mill. €"
95,4.0,SC Bastia,//tmssl.akamaized.net//images/wappen/head/595.png?lm=1408706105,26,"26,4",9,"29,60 mill. €"
96,4.0,AS Nancy-Lorraine,//tmssl.akamaized.net//images/wappen/head/1159.png?lm=1408780272,27,27,10,"22,30 mill. €"
97,4.0,Dijon FCO,//tmssl.akamaized.net//images/wappen/head/2969.png?lm=1408780404,27,27,9,"21,93 mill. €"
98,5.0,Fenerbahce Istanbul,//tmssl.akamaized.net//images/wappen/head/36.png?lm=1406739123,25,"28,4",14,"142,55 mill. €"
99,5.0,Besiktas Istanbul,//tmssl.akamaized.net//images/wappen/head/114.png?lm=1443717097,27,"28,5",17,"125,55 mill. €"
100,5.0,Galatasaray Istanbul,//tmssl.akamaized.net//images/wappen/head/141.png?lm=1406739071,29,"26,6",15,"100,18 mill. €"
101,5.0,Medipol Basaksehir,//tmssl.akamaized.net//images/wappen/head/6890.png?lm=1442608560,26,"29,5",9,"59,00 mill. €"
102,5.0,Trabzonspor,//tmssl.akamaized.net//images/wappen/head/449.png?lm=1465316593,24,"26,5",11,"58,90 mill. €"
103,5.0,Osmanlispor FK,//tmssl.akamaized.net//images/wappen/head/2944.png?lm=1483278965,28,"27,8",17,"50,90 mill. €"
104,5.0,Bursaspor,//tmssl.akamaized.net//images/wappen/head/20.png?lm=1441719256,29,"26,7",10,"44,30 mill. €"
105,5.0,Kasimpasa,//tmssl.akamaized.net//images/wappen/head/10484.png?lm=1408653850,27,"25,9",14,"34,75 mill. €"
106,5.0,Antalyaspor,//tmssl.akamaized.net//images/wappen/head/589.png?lm=1473110173,26,"28,1",16,"32,23 mill. €"
107,5.0,Atiker Konyaspor,//tmssl.akamaized.net//images/wappen/head/2293.png?lm=1408654134,25,27,12,"31,50 mill. €"
108,5.0,Aytemiz Alanyaspor,//tmssl.akamaized.net//images/wappen/head/11282.png?lm=1415443408,27,"27,6",16,"31,30 mill. €"
109,5.0,Gaziantepspor,//tmssl.akamaized.net//images/wappen/head/524.png?lm=1408654192,29,"26,9",16,"30,30 mill. €"
110,5.0,Akhisar Belediye Genclik ve Spor,//tmssl.akamaized.net//images/wappen/head/19771.png?lm=1484761303,28,"28,5",11,"29,75 mill. €"
111,5.0,Kayserispor,//tmssl.akamaized.net//images/wappen/head/3205.png?lm=1407562691,24,"27,1",14,"29,45 mill. €"
112,5.0,Caykur Rizespor,//tmssl.akamaized.net//images/wappen/head/126.png?lm=1443714784,27,"25,1",16,"27,95 mill. €"
113,5.0,Kardemir Karabükspor,//tmssl.akamaized.net//images/wappen/head/1506.png?lm=1407228551,28,"28,7",16,"25,25 mill. €"
114,5.0,Genclerbirligi Ankara,//tmssl.akamaized.net//images/wappen/head/820.png?lm=1408653608,26,"26,9",14,"22,68 mill. €"
115,5.0,Adanaspor,//tmssl.akamaized.net//images/wappen/head/6.png?lm=1442130460,28,"25,1",13,"18,70 mill. €"
116,6.0,SL Benfica,//tmssl.akamaized.net//images/wappen/head/294.png?lm=1460151603,27,27,18,"183,40 mill. €"
117,6.0,FC Porto,//tmssl.akamaized.net//images/wappen/head/720.png?lm=1486310161,22,"25,7",14,"168,35 mill. €"
118,6.0,Sporting CP,//tmssl.akamaized.net//images/wappen/head/336.png?lm=1432893714,27,"25,5",15,"167,45 mill. €"
119,6.0,SC Braga,//tmssl.akamaized.net//images/wappen/head/1075.png?lm=1432893871,27,"25,8",18,"44,60 mill. €"
120,6.0,Vitória Guimarães SC,//tmssl.akamaized.net//images/wappen/head/2420.png?lm=1432894021,24,"25,2",14,"33,15 mill. €"
121,6.0,Rio Ave FC,//tmssl.akamaized.net//images/wappen/head/2425.png?lm=1406273189,31,"25,6",13,"28,08 mill. €"
122,6.0,CD Nacional,//tmssl.akamaized.net//images/wappen/head/982.png?lm=1460151219,27,25,14,"20,50 mill. €"
123,6.0,FC Paços de Ferreira,//tmssl.akamaized.net//images/wappen/head/2995.png?lm=1480959173,32,"26,1",13,"20,38 mill. €"
124,6.0,FC Arouca,//tmssl.akamaized.net//images/wappen/head/8024.png?lm=1401605339,27,"26,6",17,"19,58 mill. €"
125,6.0,CF Os Belenenses ,//tmssl.akamaized.net//images/wappen/head/2457.png?lm=1426600209,25,"26,6",8,"18,20 mill. €"
126,6.0,GD Estoril Praia,//tmssl.akamaized.net//images/wappen/head/1465.png?lm=1476004711,29,"24,6",18,"17,53 mill. €"
127,6.0,CS Marítimo,//tmssl.akamaized.net//images/wappen/head/1301.png?lm=1432894070,30,"26,2",24,"17,15 mill. €"
128,6.0,Boavista Porto FC,//tmssl.akamaized.net//images/wappen/head/2503.png?lm=1480959207,29,26,15,"16,83 mill. €"
129,6.0,Vitória Setúbal FC,//tmssl.akamaized.net//images/wappen/head/1085.png?lm=1405231963,26,"25,9",10,"16,63 mill. €"
130,6.0,CD Feirense,//tmssl.akamaized.net//images/wappen/head/3349.png?lm=1469968627,27,"26,9",15,"14,08 mill. €"
131,6.0,GD Chaves,//tmssl.akamaized.net//images/wappen/head/3325.png?lm=1416392512,27,"27,2",15,"13,68 mill. €"
132,6.0,Moreirense FC,//tmssl.akamaized.net//images/wappen/head/979.png?lm=1460151264,27,"27,3",19,"12,83 mill. €"
133,6.0,CD Tondela,//tmssl.akamaized.net//images/wappen/head/7179.png?lm=1464262215,26,"25,6",14,"9,98 mill. €"
134,7.0,Levante UD,//tmssl.akamaized.net//images/wappen/head/3368.png?lm=1408655062,22,"26,8",2,"22,00 mill. €"
135,7.0,Rayo Vallecano,//tmssl.akamaized.net//images/wappen/head/367.png?lm=1408654926,26,"28,8",8,"20,90 mill. €"
136,7.0,Getafe CF,//tmssl.akamaized.net//images/wappen/head/3709.png?lm=1408655116,21,"29,8",9,"19,50 mill. €"
137,7.0,Real Valladolid CF,//tmssl.akamaized.net//images/wappen/head/366.png?lm=1407484674,22,"26,5",5,"17,20 mill. €"
138,7.0,Girona FC,//tmssl.akamaized.net//images/wappen/head/12321.png?lm=1407563608,24,"26,9",3,"17,00 mill. €"
139,7.0,Sevilla Atlético,//tmssl.akamaized.net//images/wappen/head/8519.png?lm=1408655526,26,"21,1",8,"15,80 mill. €"
140,7.0,Real Oviedo,//tmssl.akamaized.net//images/wappen/head/2497.png?lm=1417193316,25,"28,5",2,"14,00 mill. €"
141,7.0,Córdoba CF,//tmssl.akamaized.net//images/wappen/head/993.png?lm=1458766826,25,"28,3",7,"13,00 mill. €"
142,7.0,RCD Mallorca,//tmssl.akamaized.net//images/wappen/head/237.png?lm=1407484750,24,"27,3",6,"12,85 mill. €"
143,7.0,UD Almería,//tmssl.akamaized.net//images/wappen/head/3302.png?lm=1408654801,23,"28,7",6,"12,70 mill. €"
144,7.0,Real Zaragoza,//tmssl.akamaized.net//images/wappen/head/142.png?lm=1405877974,24,"28,3",8,"12,58 mill. €"
145,7.0,Elche CF,//tmssl.akamaized.net//images/wappen/head/1531.png?lm=1421955260,26,"27,7",3,"11,70 mill. €"
146,7.0,CD Tenerife,//tmssl.akamaized.net//images/wappen/head/648.png?lm=1407563179,22,"27,6",7,"11,60 mill. €"
147,7.0,CD Numancia,//tmssl.akamaized.net//images/wappen/head/2296.png?lm=1438505132,24,"27,7",2,"11,45 mill. €"
148,7.0,Gimnàstic de Tarragona,//tmssl.akamaized.net//images/wappen/head/5648.png?lm=1437940874,26,"27,7",11,"11,10 mill. €"
149,7.0,Cádiz CF,//tmssl.akamaized.net//images/wappen/head/2687.png?lm=1417193371,25,"27,8",4,"10,55 mill. €"
150,7.0,SD Huesca,//tmssl.akamaized.net//images/wappen/head/5358.png?lm=1417644487,22,29,6,"10,30 mill. €"
151,7.0,AD Alcorcón,//tmssl.akamaized.net//images/wappen/head/11596.png?lm=1468166397,21,27,8,"10,10 mill. €"
152,7.0,CF Reus Deportiu,//tmssl.akamaized.net//images/wappen/head/13225.png?lm=1437940733,25,"27,9",6,"9,90 mill. €"
153,7.0,CD Lugo,//tmssl.akamaized.net//images/wappen/head/11000.png?lm=1405933427,24,"26,8",5,"9,55 mill. €"
154,7.0,CD Mirandés,//tmssl.akamaized.net//images/wappen/head/13222.png?lm=1407484616,25,27,0,"9,50 mill. €"
155,7.0,UCAM Murcia CF,//tmssl.akamaized.net//images/wappen/head/34148.png?lm=1438592185,23,"28,6",5,"7,90 mill. €"
156,8.0,Newcastle United,//tmssl.akamaized.net//images/wappen/head/762.png?lm=1472921161,28,26,20,"126,60 mill. €"
157,8.0,Aston Villa,//tmssl.akamaized.net//images/wappen/head/405.png?lm=1469443765,26,"26,5",13,"75,25 mill. €"
158,8.0,Norwich City,//tmssl.akamaized.net//images/wappen/head/1123.png?lm=1457723273,28,"28,1",17,"69,10 mill. €"
159,8.0,Derby County,//tmssl.akamaized.net//images/wappen/head/22.png?lm=1407654006,26,"27,1",14,"63,00 mill. €"
160,8.0,Sheffield Wednesday,//tmssl.akamaized.net//images/wappen/head/1035.png?lm=1462978198,29,"27,9",16,"62,50 mill. €"
161,8.0,FC Fulham,//tmssl.akamaized.net//images/wappen/head/931.png?lm=1403450246,23,"26,4",17,"49,25 mill. €"
162,8.0,Nottingham Forest,//tmssl.akamaized.net//images/wappen/head/703.png?lm=1470948121,30,"26,9",21,"48,15 mill. €"
163,8.0,Wolverhampton Wanderers,//tmssl.akamaized.net//images/wappen/head/543.png?lm=1467496784,28,"25,2",16,"45,95 mill. €"
164,8.0,Brighton & Hove Albion,//tmssl.akamaized.net//images/wappen/head/1237.png?lm=1407402868,26,28,14,"45,45 mill. €"
165,8.0,FC Reading,//tmssl.akamaized.net//images/wappen/head/1032.png?lm=1457723329,32,"25,6",21,"38,65 mill. €"
166,8.0,Queens Park Rangers,//tmssl.akamaized.net//images/wappen/head/1039.png?lm=1464680692,26,"25,5",11,"36,25 mill. €"
167,8.0,Leeds United,//tmssl.akamaized.net//images/wappen/head/399.png?lm=1407654193,26,"25,2",15,"35,15 mill. €"
168,8.0,Cardiff City,//tmssl.akamaized.net//images/wappen/head/603.png?lm=1478337063,24,"28,3",22,"34,65 mill. €"
169,8.0,Birmingham City,//tmssl.akamaized.net//images/wappen/head/337.png?lm=1470948227,27,"26,3",12,"25,40 mill. €"
170,8.0,FC Brentford,//tmssl.akamaized.net//images/wappen/head/1148.png?lm=1468529758,23,"24,7",15,"23,55 mill. €"
171,8.0,Ipswich Town,//tmssl.akamaized.net//images/wappen/head/677.png?lm=1407655249,31,"26,4",14,"22,78 mill. €"
172,8.0,Blackburn Rovers,//tmssl.akamaized.net//images/wappen/head/164.png?lm=1407653638,24,"27,1",15,"21,60 mill. €"
173,8.0,Bristol City,//tmssl.akamaized.net//images/wappen/head/698.png?lm=1480871269,26,"25,9",10,"20,95 mill. €"
174,8.0,Huddersfield Town,//tmssl.akamaized.net//images/wappen/head/1110.png?lm=1458928331,25,"25,2",12,"19,55 mill. €"
175,8.0,Wigan Athletic,//tmssl.akamaized.net//images/wappen/head/1071.png?lm=1407653830,32,"25,7",12,"19,08 mill. €"
176,8.0,Preston North End,//tmssl.akamaized.net//images/wappen/head/466.png?lm=1414769167,26,"26,9",13,"17,20 mill. €"
177,8.0,Rotherham United,//tmssl.akamaized.net//images/wappen/head/1194.png?lm=1407655489,30,"26,6",14,"13,23 mill. €"
178,8.0,Burton Albion,//tmssl.akamaized.net//images/wappen/head/2963.png?lm=1411464349,27,"27,6",7,"12,90 mill. €"
179,8.0,FC Barnsley,//tmssl.akamaized.net//images/wappen/head/349.png?lm=1415447558,27,"23,1",10,"9,40 mill. €"
180,9.0,VfB Stuttgart,//tmssl.akamaized.net//images/wappen/head/79.png?lm=1487024087,26,"24,7",16,"44,50 mill. €"
181,9.0,Hannover 96,//tmssl.akamaized.net//images/wappen/head/42.png?lm=1396275305,27,"24,8",12,"32,15 mill. €"
182,9.0,Eintracht Braunschweig,//tmssl.akamaized.net//images/wappen/head/23.png?lm=1469477626,24,"25,8",11,"19,90 mill. €"
183,9.0,TSV 1860 München,//tmssl.akamaized.net//images/wappen/head/72.png?lm=1403081335,31,"25,8",16,"19,45 mill. €"
184,9.0,1.FC Union Berlin,//tmssl.akamaized.net//images/wappen/head/89.png?lm=1402956210,27,"26,6",12,"18,75 mill. €"
185,9.0,1.FC Nürnberg,//tmssl.akamaized.net//images/wappen/head/4.png?lm=1442864267,28,"25,6",13,"17,60 mill. €"
186,9.0,Karlsruher SC,//tmssl.akamaized.net//images/wappen/head/48.png?lm=1434793006,33,"24,6",13,"16,98 mill. €"
187,9.0,1.FC Kaiserslautern,//tmssl.akamaized.net//images/wappen/head/2.png?lm=1485279855,28,"24,2",9,"15,60 mill. €"
188,9.0,VfL Bochum,//tmssl.akamaized.net//images/wappen/head/80.png?lm=1403095524,34,"23,3",10,"15,55 mill. €"
189,9.0,FC St. Pauli,//tmssl.akamaized.net//images/wappen/head/35.png?lm=1403095139,28,25,8,"15,33 mill. €"
190,9.0,SpVgg Greuther Fürth,//tmssl.akamaized.net//images/wappen/head/65.png?lm=1403081419,31,"24,8",13,"14,63 mill. €"
191,9.0,Arminia Bielefeld,//tmssl.akamaized.net//images/wappen/head/10.png?lm=1457972891,28,"26,5",4,"13,55 mill. €"
192,9.0,Fortuna Düsseldorf,//tmssl.akamaized.net//images/wappen/head/38.png?lm=1405514004,28,"24,9",7,"13,53 mill. €"
193,9.0,1.FC Heidenheim 1846,//tmssl.akamaized.net//images/wappen/head/2036.png?lm=1437980259,25,"24,7",6,"13,50 mill. €"
194,9.0,SG Dynamo Dresden,//tmssl.akamaized.net//images/wappen/head/129.png?lm=1403259018,27,"25,1",3,"12,60 mill. €"
195,9.0,SV Sandhausen,//tmssl.akamaized.net//images/wappen/head/254.png?lm=1478334876,27,"26,3",8,"12,13 mill. €"
196,9.0,FC Erzgebirge Aue,//tmssl.akamaized.net//images/wappen/head/94.png?lm=1402669560,26,"26,3",5,"10,65 mill. €"
197,9.0,Würzburger Kickers,//tmssl.akamaized.net//images/wappen/head/1557.png?lm=1411122987,24,"26,1",9,"10,43 mill. €"
198,10.0,Hellas Verona,//tmssl.akamaized.net//images/wappen/head/276.png?lm=1438547975,25,"26,8",7,"25,30 mill. €"
199,10.0,Frosinone Calcio,//tmssl.akamaized.net//images/wappen/head/8970.png?lm=1438547543,25,"27,2",7,"24,63 mill. €"
200,10.0,Carpi FC 1909,//tmssl.akamaized.net//images/wappen/head/4102.png?lm=1438547572,26,"24,8",8,"22,85 mill. €"
201,10.0,FC Bari 1908,//tmssl.akamaized.net//images/wappen/head/332.png?lm=1472024540,27,"26,9",9,"18,83 mill. €"
202,10.0,Spezia Calcio,//tmssl.akamaized.net//images/wappen/head/3522.png?lm=1438928723,27,"25,7",10,"17,70 mill. €"
203,10.0,Benevento Calcio,//tmssl.akamaized.net//images/wappen/head/4171.png?lm=1434444046,27,"26,2",8,"17,28 mill. €"
